Dataset,Model,Sampler,Method,AUC,CV,Stability,Kuncheva,Cosine,I,Q,T(α=0.5)
Taiwan,XGB,SMOTE,Owen-Data,0.7567419915896637,0.5020015190059595,0.49799848099404054,0.8580086580086581,0.755051151194329,0.7036860967323425,9.699642435256955,0.33025499023507077
Taiwan,XGB,SMOTE,Owen-Model,0.7567419915896637,0.4646273023701186,0.5353726976298814,0.21904761904761902,0.685206896353321,0.4798757376769405,2.0057306885916577,0.14418975353189195
Taiwan,XGB,SMOTE,Owen-Domain-Myerson,0.7567419915896637,0.32676775528857993,0.6732322447114201,0.29004329004329005,0.9820150263626046,0.6484301870391049,2.602353628822106,0.284317867575897
Taiwan,XGB,SMOTE,Owen-Data-Myerson,0.7567419915896637,0.4867782928916396,0.5132217071083605,0.8580086580086581,0.7272657601885598,0.6994987084351928,9.699642435256955,0.32677379571858095
Taiwan,XGB,SMOTE,Owen-Model-Myerson,0.7567419915896637,0.38077475112267584,0.6192252488773242,0.14805194805194802,0.7598847263526333,0.5090539744273017,2.0057306885916577,0.1684471451488432
Taiwan,XGB,SMOTETomek,SHAP,0.7549308870109127,0.5682393908500671,0.43176060914993286,0.574025974025974,0.9405774474143982,0.6487880349159241,,0.24893234071208786
Taiwan,XGB,SMOTETomek,Banzhaf,0.7549308870109127,0.3459141541362448,0.6540858458637552,0.432034632034632,0.5172786844111877,0.534466387436525,,0.1538907863875793
Taiwan,XGB,SMOTETomek,Myerson,0.7549308870109127,0.46141685862784393,0.538583141372156,0.7160173160173161,0.8266317216882427,0.6937440596925716,,0.2863066312793546
Taiwan,XGB,SMOTETomek,Owen-Domain,0.7549308870109127,0.2639386051646537,0.7360613948353463,0.29004329004329005,0.9647765703544269,0.6636270850776878,2.602353628822106,0.26126881786377965
Taiwan,XGB,SMOTETomek,Owen-Data,0.7549308870109127,0.5345678395439614,0.46543216045603863,0.8580086580086581,0.7812739100003055,0.7015715761550008,9.699642435256955,0.29281405439205954
Taiwan,XGB,SMOTETomek,Owen-Model,0.7549308870109127,0.3673552031760172,0.6326447968239828,0.07705627705627704,0.7531644963537613,0.4876218567446736,1.9213438897660922,0.11494648225342147
Taiwan,XGB,SMOTETomek,Owen-Domain-Myerson,0.7549308870109127,0.29979651346436725,0.7002034865356328,0.29004329004329005,0.9610364341203287,0.6504277368997504,2.602353628822106,0.25029551058068095
Taiwan,XGB,SMOTETomek,Owen-Data-Myerson,0.7549308870109127,0.5241939800845969,0.47580601991540306,0.8580086580086581,0.7681138819588051,0.7006428532942888,9.699642435256955,0.29204195858899057
Taiwan,XGB,SMOTETomek,Owen-Model-Myerson,0.7549308870109127,0.2625948320159158,0.7374051679840842,0.006060606060606062,0.8296711510991032,0.5243789750479311,1.9213438897660922,0.14550459380146363
Taiwan,XGB,CostSensitive,SHAP,0.7610120866463389,0.6203057765960693,0.37969422340393066,0.6450216450216449,0.9229412078857422,0.6492190361022949,,0.3691046056379671
Taiwan,XGB,CostSensitive,Banzhaf,0.7610120866463389,0.3423297564246184,0.6576702435753816,0.21904761904761902,0.5141727444413909,0.4636302023547972,,0.21481491848301687
Taiwan,XGB,CostSensitive,Myerson,0.7610120866463389,0.586243961760827,0.41375603823917295,0.29004329004329005,0.5545420578800211,0.419447128720828,,0.17808322255671954
Taiwan,XGB,CostSensitive,Owen-Domain,0.7610120866463389,0.40066827876390254,0.5993317212360975,1.0,0.9769306709565955,0.8587541307308977,2.602353628822106,0.5433020697063886
Taiwan,XGB,CostSensitive,Owen-Data,0.7610120866463389,0.5000199931762117,0.4999800068237883,0.8580086580086581,0.6924042696514854,0.6834643114946439,9.699642435256955,0.39757449102993714
Taiwan,XGB,CostSensitive,Owen-Model,0.7610120866463389,0.40185495416307687,0.5981450458369231,0.14805194805194802,0.8591250566813818,0.5351073501900843,1.9543194095919343,0.27423760332643227
Taiwan,XGB,CostSensitive,Owen-Domain-Myerson,0.7610120866463389,0.4255656448268697,0.5744343551731304,1.0,0.985595292444403,0.853343215872511,2.602353628822106,0.538803693678775
Taiwan,XGB,CostSensitive,Owen-Data-Myerson,0.7610120866463389,0.5265274144882696,0.47347258551173044,0.8580086580086581,0.6353553005937372,0.6556121813713752,9.699642435256955,0.3744195610885983
Taiwan,XGB,CostSensitive,Owen-Model-Myerson,0.7610120866463389,0.4472255873616869,0.5527744126383132,0.006060606060606062,0.8747093607976885,0.4778481264988692,1.9543194095919343,0.2266350211469858
Taiwan,LGB,None,SHAP,0.7791033960377985,0.46951725097800906,0.530482749021991,0.787012987012987,0.9017044385816143,0.739733391538864,,0.8007953064996727
Taiwan,LGB,None,Banzhaf,0.7791033960377985,0.3163657550670978,0.6836342449329023,0.006060606060606062,0.44550432786664684,0.37839972628671836,,0.5003997652131985
Taiwan,LGB,None,Myerson,0.7791033960377985,0.4893755796675136,0.5106244203324863,0.361038961038961,0.588543593159845,0.4867356581770974,,0.590465081652162
Taiwan,LGB,None,Owen-Domain,0.7791033960377985,0.3056700056994666,0.6943299943005334,1.0,0.9474413963763766,0.8805904635589699,2.602353628822106,0.917897144669058
Taiwan,LGB,None,Owen-Data,0.7791033960377985,0.4412160730963768,0.5587839269036232,0.8580086580086581,0.6210935533353642,0.6792953794158818,9.699642435256955,0.7505500315311957
Taiwan,LGB,None,Owen-Model,0.7791033960377985,0.3264989803326891,0.6735010196673109,0.14805194805194802,0.682131608240255,0.5012281919865046,2.2264664467195807,0.6025134816683948
Taiwan,LGB,None,Owen-Domain-Myerson,0.7791033960377985,0.14726518568044739,0.8527348143195526,1.0,0.9603723257483963,0.9377023800226495,2.602353628822106,0.9653772626592902
Taiwan,LGB,None,Owen-Data-Myerson,0.7791033960377985,0.4614475197991914,0.5385524802008086,0.8580086580086581,0.5268893789269747,0.6411501723788138,9.699642435256955,0.718837929346118
Taiwan,LGB,None,Owen-Model-Myerson,0.7791033960377985,0.2895685926024118,0.7104314073975881,0.006060606060606062,0.5948201385749821,0.4371040506777254,2.2264664467195807,0.5492037350536163
Taiwan,LGB,SMOTE,SHAP,0.7670593667697293,0.4810941566285649,0.5189058433714351,0.7160173160173159,0.9431927285512497,0.7260386293133335,,0.5521144011388388
Taiwan,LGB,SMOTE,Banzhaf,0.7670593667697293,0.35313189375940224,0.6468681062405978,0.29004329004329005,0.44399549695430024,0.4603022977460626,,0.3311939145162369
Taiwan,LGB,SMOTE,Myerson,0.7670593667697293,0.46736244590492615,0.5326375540950739,0.6450216450216449,0.8567426327406819,0.6781339439524668,,0.5122887350772668
Taiwan,LGB,SMOTE,Owen-Domain,0.7670593667697293,0.2450799082829019,0.7549200917170981,1.0,0.9712531248164725,0.9087244055111902,2.602353628822106,0.7039906249830796
Taiwan,LGB,SMOTE,Owen-Data,0.7670593667697293,0.49757041838822114,0.5024295816117789,0.8580086580086581,0.7761036114034864,0.7121806170079744,9.699642435256955,0.5405935119775203
Taiwan,LGB,SMOTE,Owen-Model,0.7670593667697293,0.35018829150095776,0.6498117084990422,0.006060606060606062,0.8342519460889406,0.49670808688286294,1.678379710980323,0.3614599477851794
Taiwan,LGB,SMOTE,Owen-Domain-Myerson,0.7670593667697293,0.2527531862150844,0.7472468137849155,0.29004329004329005,0.9709781927247123,0.6694227655176392,2.602353628822106,0.5050466776305934
Taiwan,LGB,SMOTE,Owen-Data-Myerson,0.7670593667697293,0.4875600190621325,0.5124399809378675,0.8580086580086581,0.7618694863678165,0.7107727084381139,9.699642435256955,0.5394230440759755
Taiwan,LGB,SMOTE,Owen-Model-Myerson,0.7670593667697293,0.2717559441367363,0.7282440558632637,0.21904761904761902,0.8607988443632949,0.6026968397580592,1.678379710980323,0.44957393176174965
Taiwan,LGB,SMOTETomek,SHAP,0.7665183283009394,0.4580799606964288,0.5419200393035712,0.6450216450216449,0.9515799136311275,0.7128405326521146,,0.5304824025847288
Taiwan,LGB,SMOTETomek,Banzhaf,0.7665183283009394,0.3672608841817589,0.6327391158182412,0.6450216450216449,0.532600689344569,0.6034538167281516,,0.4395435145168295
Taiwan,LGB,SMOTETomek,Myerson,0.7665183283009394,0.46083339124487277,0.5391666087551272,0.6450216450216449,0.8794927311391696,0.6878936616386472,,0.5097427662260048
Taiwan,LGB,SMOTETomek,Owen-Domain,0.7665183283009394,0.254995024882419,0.745004975117581,1.0,0.9685024032289352,0.9045024594488387,2.602353628822106,0.6898209690699025
Taiwan,LGB,SMOTETomek,Owen-Data,0.7665183283009394,0.5101272359361189,0.48987276406388114,0.8580086580086581,0.7807414847254517,0.7095409689326636,9.699642435256955,0.5277393029933247
Taiwan,LGB,SMOTETomek,Owen-Model,0.7665183283009394,0.38226145576653153,0.6177385442334684,0.29004329004329005,0.801540905747328,0.5697742466746953,1.7576645801834498,0.41154392950876295
Taiwan,LGB,SMOTETomek,Owen-Domain-Myerson,0.7665183283009394,0.2581452218214802,0.7418547781785199,0.29004329004329005,0.9727197834573387,0.6682059505597162,2.602353628822106,0.493375344103518
Taiwan,LGB,SMOTETomek,Owen-Data-Myerson,0.7665183283009394,0.4975871656789014,0.5024128343210986,0.8580086580086581,0.7698247489474893,0.7100820804257486,9.699642435256955,0.5281891572291546
Taiwan,LGB,SMOTETomek,Owen-Model-Myerson,0.7665183283009394,0.3272055607129595,0.6727944392870405,0.21904761904761902,0.8190756025228075,0.5703058869524891,1.7576645801834498,0.41198590982882555
Taiwan,LGB,CostSensitive,SHAP,0.7803085545589837,0.5120547326605591,0.4879452673394409,0.7160173160173161,0.8908595603918364,0.6982740479161977,,0.7900724499784461
Taiwan,LGB,CostSensitive,Banzhaf,0.7803085545589837,0.2936769869079713,0.7063230130920287,0.07705627705627706,0.41621206861618915,0.39986378625483165,,0.5419884193508233
Taiwan,LGB,CostSensitive,Myerson,0.7803085545589837,0.513747327614544,0.486252672385456,0.29004329004329005,0.5688508553650212,0.4483822725979224,,0.5823243702156912
Taiwan,LGB,CostSensitive,Owen-Domain,0.7803085545589837,0.3105974318915321,0.6894025681084679,1.0,0.9386361647408537,0.8760129109497737,2.602353628822106,0.9378360466290809
Taiwan,LGB,CostSensitive,Owen-Data,0.7803085545589837,0.45256255404692175,0.5474374459530782,0.8580086580086581,0.5889147670313907,0.664786956997709,9.699642435256955,0.7622328829246837
Taiwan,LGB,CostSensitive,Owen-Model,0.7803085545589837,0.3226202671190704,0.6773797328809297,0.07705627705627706,0.5422343180521539,0.43222344266312024,2.161702184117266,0.5688906912324895
Taiwan,LGB,CostSensitive,Owen-Domain-Myerson,0.7803085545589837,0.20429997251245224,0.7957000274875478,1.0,0.9404867801054099,0.9120622691976525,2.602353628822106,0.9678057602906763
Taiwan,LGB,CostSensitive,Owen-Data-Myerson,0.7803085545589837,0.46794973213634505,0.532050267863655,0.8580086580086581,0.5131315351421631,0.6343968203381587,9.699642435256955,0.7369679756394877
Taiwan,LGB,CostSensitive,Owen-Model-Myerson,0.7803085545589837,0.2918351571221084,0.7081648428778916,0.07705627705627706,0.4867531392383036,0.42399141972415744,2.161702184117266,0.5620469807664116
